BRN,ACC,CCY,VERSION_NO,PAYIN_OPTION,TD_AMOUNT,OFFSET_BRN,TD_OFFSET_ACC,REFERENCE_NO,CREATION_DT,LIQD_DATE,TD_DEPOSITER,TD_DEPOSITER_NAME,TD_CERT_COLLECTOR,TD_CERT_COLLECTOR_NAME,TD_WITHDRAWER,TD_WITHDRAWER_NAME,TD_CERT_PRINT_DT,ENDORSABLE,JOINT_AC_INDICATOR,JOINT_HOLDER,PAYIN_DT,PAYIN_BRN,PAYIN_ACC,PAYIN_CCY,RATE_TYPE,ROLLOVER_INTRT,INT_BOOK_ACC,INT_BOOK_BRN,INT_BOOK_CCY,AUTOLIQD,GEN_MAT_ADV,GEN_RENEWAL_NOT,ADVICE_MEDIA,EMAIL,CUSTODY_STAT,DOC_STAT,AC_STAT,AC_BLOCKED,REASON_CODE,LATEST_EVENT_SEQ_NO,TENOR,NEXT_RATE_CHANGE_DT,INPUT_TAX_AMT,TD_MATURITY_AMT,TD_INT_AMT_READJ_CCY,TD_MAT_AMT_READJ_CCY,XREF,TD_PRN_AMT_READJ_CCY,TD_INT_AMT,ORIGINAL_TD_AMT,ALLOW_PARTIAL_PREPAYMENT,ORIGINAL_TENOR,SPL_COND_INT_RATE,PARTIAL_PREPAID_DATE,CUSTOMER_DCV,DCV_SLIDE_NO,DOCUMENT_NUMBER,DOCUMENT_DIGIT,CONTROL_BRANCH,CTRL_COST_CENTER,TD_CONTROL_EXECUTIVE,TAX_BENEFIT_CODE,DOCUMENT_REGION,OFICINA_CREACION,CREATION_COST_CENTER,TD_CREATION_EXECUTIVE,CREATION_CHANNEL_SYSTEM,CREATION_CHANNEL,LIQD_BRN,LIQD_COST_CENTER,TD_LIQD_EXECUTIVE,LIQD_CHANNEL,CREATION_TRN_CODE,MAINT_DATE,MAINT_BRANCH,MAINT_COST_CENTER,MAINT_EXECUTIVE,MAINT_CHANNEL_SYSTEM,CMAINT_CHANNEL,PREV_RATE,COMMER_COST_CENTER,BAE_BRANCH,BAE_DOC_NUM,BAE_SEQUENTIAL_NUM,BAE_OPERATION_TYPE,AUTHORIZER_RUT_ID,VALUEDATED_DOC_PRNT_BRN,MIG_DOC_MARK,DESTINATION_CODE,DCV_CUSTOMER_NO,CUSTOMER_SECOND_NAME,OPERATION_KEY,DCV_DEPOSIT,DEP_GUARANTEE,BIS57,RATE_VALUE,RATE_SPREAD,AUTH_RATE,RATE_CODE,SPL_COND_TAX_RATE,MOVE_DORMANCY,RETN_DAYS,RETN_TYPE,CUST_NEG,CUST_NEG_VIEW,PREV_TD_INT_AMT_READJ_CCY,NATIONALITY,TXN_ID,ARCHIVE_DATE
011,100000001486,PEN,7617,P,3965.400,OFF,100000001486,TRN000000001486,2026-01-26,2026-01-26,TD_DEPOSITER,Td Depositer Name 1486,TD_CERT_COLL,Td Cert Collector Name 1486,TD_WITHDRAWE,Td Withdrawer Name 1486,2026-01-26,E,J,JOINT_HOLDER,2026-01-26,PAY,100000001486,PEN,RA,RO,100000001486,INT,PEN,A,G,G,ADVICE_MEDIA_14,EMAIL_1486,CU,D,A,A,REASON_CODE_1486,3525,8138,2026-01-26,16483.200,24902.400,2454.7000,24404.2000,XREF_1486,2576.1000,4240.800,5933.5000,A,716201,0.91000,2026-01-26,187958,779670,DOCUME,D,011,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-01-26,011,MAI,MAI,MAI,CMA,4.3600,COMME,011,211549,390003,BAE,AUTHORIZE,VAL,M,DESTI,CUST000686,CUST000686,OPERATION_KEY_1,D,D,B,2.52000,2.22000,A,RATE_CODE_,3.81000,M,RETN_,RETN_,510990.00000,150022.00000,143.0000,NAT,TXN0000000000001486,2026-01-26
012,100000001487,EUR,7087,P,3865.000,OFF,100000001487,TRN000000001487,2026-01-27,2026-01-27,TD_DEPOSITER,Td Depositer Name 1487,TD_CERT_COLL,Td Cert Collector Name 1487,TD_WITHDRAWE,Td Withdrawer Name 1487,2026-01-27,E,J,JOINT_HOLDER,2026-01-27,PAY,100000001487,EUR,RA,RO,100000001487,INT,EUR,A,G,G,ADVICE_MEDIA_14,EMAIL_1487,CU,D,A,A,REASON_CODE_1487,6585,5734,2026-01-27,9818.900,13760.400,4632.9000,9451.5000,XREF_1487,23099.1000,16175.200,23540.5000,A,125281,3.81000,2026-01-27,249853,493672,DOCUME,D,012,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-01-27,012,MAI,MAI,MAI,CMA,3.3200,COMME,012,418781,473599,BAE,AUTHORIZE,VAL,M,DESTI,CUST000687,CUST000687,OPERATION_KEY_1,D,D,B,2.22000,2.22000,A,RATE_CODE_,1.08000,M,RETN_,RETN_,328405.00000,38531.00000,11136.5000,NAT,TXN0000000000001487,2026-01-27
013,100000001488,BRL,1366,P,12310.200,OFF,100000001488,TRN000000001488,2026-01-28,2026-01-28,TD_DEPOSITER,Td Depositer Name 1488,TD_CERT_COLL,Td Cert Collector Name 1488,TD_WITHDRAWE,Td Withdrawer Name 1488,2026-01-28,E,J,JOINT_HOLDER,2026-01-28,PAY,100000001488,BRL,RA,RO,100000001488,INT,BRL,A,G,G,ADVICE_MEDIA_14,EMAIL_1488,CU,D,A,A,REASON_CODE_1488,965,2616,2026-01-28,70.100,23639.400,14091.0000,2771.1000,XREF_1488,16411.7000,22721.900,22344.7000,A,751224,3.86000,2026-01-28,504601,952999,DOCUME,D,013,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-01-28,013,MAI,MAI,MAI,CMA,0.9700,COMME,013,254509,421976,BAE,AUTHORIZE,VAL,M,DESTI,CUST000688,CUST000688,OPERATION_KEY_1,D,D,B,1.05000,2.50000,A,RATE_CODE_,1.06000,M,RETN_,RETN_,48686.00000,495903.00000,17787.9000,NAT,TXN0000000000001488,2026-01-28
014,100000001489,USD,4593,P,7197.400,OFF,100000001489,TRN000000001489,2026-01-29,2026-01-29,TD_DEPOSITER,Td Depositer Name 1489,TD_CERT_COLL,Td Cert Collector Name 1489,TD_WITHDRAWE,Td Withdrawer Name 1489,2026-01-29,E,J,JOINT_HOLDER,2026-01-29,PAY,100000001489,USD,RA,RO,100000001489,INT,USD,A,G,G,ADVICE_MEDIA_14,EMAIL_1489,CU,D,A,A,REASON_CODE_1489,5087,1362,2026-01-29,20772.200,21188.700,20188.2000,10307.0000,XREF_1489,22319.6000,12832.300,8530.7000,A,606245,2.99000,2026-01-29,838031,735040,DOCUME,D,014,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-01-29,014,MAI,MAI,MAI,CMA,1.5400,COMME,014,37369,842411,BAE,AUTHORIZE,VAL,M,DESTI,CUST000689,CUST000689,OPERATION_KEY_1,D,D,B,2.05000,1.19000,A,RATE_CODE_,3.91000,M,RETN_,RETN_,59345.00000,469672.00000,4263.3000,NAT,TXN0000000000001489,2026-01-29
015,100000001490,PEN,2216,P,16889.900,OFF,100000001490,TRN000000001490,2026-01-30,2026-01-30,TD_DEPOSITER,Td Depositer Name 1490,TD_CERT_COLL,Td Cert Collector Name 1490,TD_WITHDRAWE,Td Withdrawer Name 1490,2026-01-30,E,J,JOINT_HOLDER,2026-01-30,PAY,100000001490,PEN,RA,RO,100000001490,INT,PEN,A,G,G,ADVICE_MEDIA_14,EMAIL_1490,CU,D,A,A,REASON_CODE_1490,2958,2615,2026-01-30,2299.100,7612.700,21462.7000,19681.4000,XREF_1490,9753.2000,9121.300,8399.2000,A,557397,0.80000,2026-01-30,400211,603800,DOCUME,D,015,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-01-30,015,MAI,MAI,MAI,CMA,4.3900,COMME,015,450766,56376,BAE,AUTHORIZE,VAL,M,DESTI,CUST000690,CUST000690,OPERATION_KEY_1,D,D,B,1.35000,3.79000,A,RATE_CODE_,3.18000,M,RETN_,RETN_,431663.00000,196717.00000,17129.6000,NAT,TXN0000000000001490,2026-01-30
016,100000001491,EUR,1430,P,10366.500,OFF,100000001491,TRN000000001491,2026-01-31,2026-01-31,TD_DEPOSITER,Td Depositer Name 1491,TD_CERT_COLL,Td Cert Collector Name 1491,TD_WITHDRAWE,Td Withdrawer Name 1491,2026-01-31,E,J,JOINT_HOLDER,2026-01-31,PAY,100000001491,EUR,RA,RO,100000001491,INT,EUR,A,G,G,ADVICE_MEDIA_14,EMAIL_1491,CU,D,A,A,REASON_CODE_1491,3844,6376,2026-01-31,7170.300,17338.500,9351.4000,17556.8000,XREF_1491,21818.6000,4467.800,22583.3000,A,326228,4.45000,2026-01-31,515121,402333,DOCUME,D,016,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-01-31,016,MAI,MAI,MAI,CMA,4.2600,COMME,016,727315,903834,BAE,AUTHORIZE,VAL,M,DESTI,CUST000691,CUST000691,OPERATION_KEY_1,D,D,B,1.18000,1.30000,A,RATE_CODE_,1.31000,M,RETN_,RETN_,316467.00000,879807.00000,11376.1000,NAT,TXN0000000000001491,2026-01-31
017,100000001492,BRL,7269,P,3150.100,OFF,100000001492,TRN000000001492,2026-02-01,2026-02-01,TD_DEPOSITER,Td Depositer Name 1492,TD_CERT_COLL,Td Cert Collector Name 1492,TD_WITHDRAWE,Td Withdrawer Name 1492,2026-02-01,E,J,JOINT_HOLDER,2026-02-01,PAY,100000001492,BRL,RA,RO,100000001492,INT,BRL,A,G,G,ADVICE_MEDIA_14,EMAIL_1492,CU,D,A,A,REASON_CODE_1492,6496,3409,2026-02-01,5718.400,22296.200,237.2000,3485.1000,XREF_1492,7201.9000,5184.000,7111.3000,A,650207,3.83000,2026-02-01,475154,346501,DOCUME,D,017,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-02-01,017,MAI,MAI,MAI,CMA,3.2900,COMME,017,432725,811696,BAE,AUTHORIZE,VAL,M,DESTI,CUST000692,CUST000692,OPERATION_KEY_1,D,D,B,1.48000,1.93000,A,RATE_CODE_,3.00000,M,RETN_,RETN_,792691.00000,528092.00000,14129.0000,NAT,TXN0000000000001492,2026-02-01
018,100000001493,USD,8603,P,3028.800,OFF,100000001493,TRN000000001493,2026-02-02,2026-02-02,TD_DEPOSITER,Td Depositer Name 1493,TD_CERT_COLL,Td Cert Collector Name 1493,TD_WITHDRAWE,Td Withdrawer Name 1493,2026-02-02,E,J,JOINT_HOLDER,2026-02-02,PAY,100000001493,USD,RA,RO,100000001493,INT,USD,A,G,G,ADVICE_MEDIA_14,EMAIL_1493,CU,D,A,A,REASON_CODE_1493,8049,1340,2026-02-02,5202.900,132.000,15737.9000,1156.0000,XREF_1493,21033.8000,23268.400,13822.3000,A,610129,1.34000,2026-02-02,958546,524693,DOCUME,D,018,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-02-02,018,MAI,MAI,MAI,CMA,4.2400,COMME,018,346123,980396,BAE,AUTHORIZE,VAL,M,DESTI,CUST000693,CUST000693,OPERATION_KEY_1,D,D,B,3.22000,2.91000,A,RATE_CODE_,2.48000,M,RETN_,RETN_,657984.00000,546060.00000,23549.2000,NAT,TXN0000000000001493,2026-02-02
019,100000001494,PEN,3664,P,15222.100,OFF,100000001494,TRN000000001494,2026-02-03,2026-02-03,TD_DEPOSITER,Td Depositer Name 1494,TD_CERT_COLL,Td Cert Collector Name 1494,TD_WITHDRAWE,Td Withdrawer Name 1494,2026-02-03,E,J,JOINT_HOLDER,2026-02-03,PAY,100000001494,PEN,RA,RO,100000001494,INT,PEN,A,G,G,ADVICE_MEDIA_14,EMAIL_1494,CU,D,A,A,REASON_CODE_1494,5691,2441,2026-02-03,22289.000,24873.800,23572.0000,8754.4000,XREF_1494,6726.9000,1088.600,9295.1000,A,692131,3.55000,2026-02-03,933697,994366,DOCUME,D,019,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-02-03,019,MAI,MAI,MAI,CMA,3.3200,COMME,019,189703,111602,BAE,AUTHORIZE,VAL,M,DESTI,CUST000694,CUST000694,OPERATION_KEY_1,D,D,B,2.15000,3.88000,A,RATE_CODE_,2.86000,M,RETN_,RETN_,95234.00000,457111.00000,3369.6000,NAT,TXN0000000000001494,2026-02-03
020,100000001495,EUR,5815,P,850.500,OFF,100000001495,TRN000000001495,2026-02-04,2026-02-04,TD_DEPOSITER,Td Depositer Name 1495,TD_CERT_COLL,Td Cert Collector Name 1495,TD_WITHDRAWE,Td Withdrawer Name 1495,2026-02-04,E,J,JOINT_HOLDER,2026-02-04,PAY,100000001495,EUR,RA,RO,100000001495,INT,EUR,A,G,G,ADVICE_MEDIA_14,EMAIL_1495,CU,D,A,A,REASON_CODE_1495,3717,4514,2026-02-04,10816.600,9664.000,9422.5000,20612.7000,XREF_1495,4919.3000,14129.700,8458.0000,A,751414,1.35000,2026-02-04,671236,764208,DOCUME,D,020,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-02-04,020,MAI,MAI,MAI,CMA,4.4300,COMME,020,409090,495738,BAE,AUTHORIZE,VAL,M,DESTI,CUST000695,CUST000695,OPERATION_KEY_1,D,D,B,3.29000,2.93000,A,RATE_CODE_,2.79000,M,RETN_,RETN_,956405.00000,23002.00000,9263.6000,NAT,TXN0000000000001495,2026-02-04
021,100000001496,BRL,4521,P,17255.500,OFF,100000001496,TRN000000001496,2026-02-05,2026-02-05,TD_DEPOSITER,Td Depositer Name 1496,TD_CERT_COLL,Td Cert Collector Name 1496,TD_WITHDRAWE,Td Withdrawer Name 1496,2026-02-05,E,J,JOINT_HOLDER,2026-02-05,PAY,100000001496,BRL,RA,RO,100000001496,INT,BRL,A,G,G,ADVICE_MEDIA_14,EMAIL_1496,CU,D,A,A,REASON_CODE_1496,3142,2367,2026-02-05,2604.700,6583.700,14616.1000,11986.6000,XREF_1496,15819.4000,1612.800,21287.4000,A,602845,1.62000,2026-02-05,696348,451680,DOCUME,D,021,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-02-05,021,MAI,MAI,MAI,CMA,2.2900,COMME,021,130878,581323,BAE,AUTHORIZE,VAL,M,DESTI,CUST000696,CUST000696,OPERATION_KEY_1,D,D,B,3.52000,3.38000,A,RATE_CODE_,4.00000,M,RETN_,RETN_,957443.00000,291182.00000,7072.1000,NAT,TXN0000000000001496,2026-02-05
022,100000001497,USD,3339,P,12872.500,OFF,100000001497,TRN000000001497,2026-02-06,2026-02-06,TD_DEPOSITER,Td Depositer Name 1497,TD_CERT_COLL,Td Cert Collector Name 1497,TD_WITHDRAWE,Td Withdrawer Name 1497,2026-02-06,E,J,JOINT_HOLDER,2026-02-06,PAY,100000001497,USD,RA,RO,100000001497,INT,USD,A,G,G,ADVICE_MEDIA_14,EMAIL_1497,CU,D,A,A,REASON_CODE_1497,5374,4605,2026-02-06,8369.600,222.900,2185.5000,17786.2000,XREF_1497,3597.3000,4583.600,24594.6000,A,778539,2.44000,2026-02-06,546544,715970,DOCUME,D,022,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-02-06,022,MAI,MAI,MAI,CMA,3.3500,COMME,022,266658,622979,BAE,AUTHORIZE,VAL,M,DESTI,CUST000697,CUST000697,OPERATION_KEY_1,D,D,B,2.51000,3.33000,A,RATE_CODE_,3.97000,M,RETN_,RETN_,980071.00000,420640.00000,24796.8000,NAT,TXN0000000000001497,2026-02-06
023,100000001498,PEN,7264,P,2617.800,OFF,100000001498,TRN000000001498,2026-02-07,2026-02-07,TD_DEPOSITER,Td Depositer Name 1498,TD_CERT_COLL,Td Cert Collector Name 1498,TD_WITHDRAWE,Td Withdrawer Name 1498,2026-02-07,E,J,JOINT_HOLDER,2026-02-07,PAY,100000001498,PEN,RA,RO,100000001498,INT,PEN,A,G,G,ADVICE_MEDIA_14,EMAIL_1498,CU,D,A,A,REASON_CODE_1498,6756,9084,2026-02-07,24014.900,18935.700,11838.9000,9855.7000,XREF_1498,9111.7000,4882.700,6215.5000,A,971185,1.89000,2026-02-07,988848,830528,DOCUME,D,023,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-02-07,023,MAI,MAI,MAI,CMA,3.8500,COMME,023,56824,888271,BAE,AUTHORIZE,VAL,M,DESTI,CUST000698,CUST000698,OPERATION_KEY_1,D,D,B,2.20000,2.87000,A,RATE_CODE_,2.79000,M,RETN_,RETN_,745315.00000,197800.00000,13776.3000,NAT,TXN0000000000001498,2026-02-07
024,100000001499,EUR,6830,P,18836.500,OFF,100000001499,TRN000000001499,2026-02-08,2026-02-08,TD_DEPOSITER,Td Depositer Name 1499,TD_CERT_COLL,Td Cert Collector Name 1499,TD_WITHDRAWE,Td Withdrawer Name 1499,2026-02-08,E,J,JOINT_HOLDER,2026-02-08,PAY,100000001499,EUR,RA,RO,100000001499,INT,EUR,A,G,G,ADVICE_MEDIA_14,EMAIL_1499,CU,D,A,A,REASON_CODE_1499,2462,9140,2026-02-08,9048.000,4000.100,19647.1000,7378.2000,XREF_1499,9440.6000,23045.200,22716.8000,A,828895,3.94000,2026-02-08,820265,691668,DOCUME,D,024,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-02-08,024,MAI,MAI,MAI,CMA,1.2500,COMME,024,268793,638028,BAE,AUTHORIZE,VAL,M,DESTI,CUST000699,CUST000699,OPERATION_KEY_1,D,D,B,3.25000,2.88000,A,RATE_CODE_,2.33000,M,RETN_,RETN_,492299.00000,566861.00000,21811.0000,NAT,TXN0000000000001499,2026-02-08
025,100000001500,BRL,9434,P,11113.500,OFF,100000001500,TRN000000001500,2026-02-09,2026-02-09,TD_DEPOSITER,Td Depositer Name 1500,TD_CERT_COLL,Td Cert Collector Name 1500,TD_WITHDRAWE,Td Withdrawer Name 1500,2026-02-09,E,J,JOINT_HOLDER,2026-02-09,PAY,100000001500,BRL,RA,RO,100000001500,INT,BRL,A,G,G,ADVICE_MEDIA_15,EMAIL_1500,CU,D,A,A,REASON_CODE_1500,9833,2573,2026-02-09,23470.800,20898.300,21319.8000,8257.7000,XREF_1500,20355.8000,10647.400,10508.1000,A,681000,3.50000,2026-02-09,130804,353647,DOCUME,D,025,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-02-09,025,MAI,MAI,MAI,CMA,3.8000,COMME,025,119694,77995,BAE,AUTHORIZE,VAL,M,DESTI,CUST000700,CUST000700,OPERATION_KEY_1,D,D,B,2.46000,2.82000,A,RATE_CODE_,1.90000,M,RETN_,RETN_,79350.00000,590575.00000,12336.8000,NAT,TXN0000000000001500,2026-02-09
001,100000001501,USD,5732,P,9932.800,OFF,100000001501,TRN000000001501,2026-02-10,2026-02-10,TD_DEPOSITER,Td Depositer Name 1501,TD_CERT_COLL,Td Cert Collector Name 1501,TD_WITHDRAWE,Td Withdrawer Name 1501,2026-02-10,E,J,JOINT_HOLDER,2026-02-10,PAY,100000001501,USD,RA,RO,100000001501,INT,USD,A,G,G,ADVICE_MEDIA_15,EMAIL_1501,CU,D,A,A,REASON_CODE_1501,4989,6049,2026-02-10,2701.800,18538.500,17213.5000,14425.4000,XREF_1501,21853.7000,20170.900,20896.0000,A,123032,2.52000,2026-02-10,98368,116575,DOCUME,D,001,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-02-10,001,MAI,MAI,MAI,CMA,0.8200,COMME,001,203388,807021,BAE,AUTHORIZE,VAL,M,DESTI,CUST000701,CUST000701,OPERATION_KEY_1,D,D,B,1.76000,4.29000,A,RATE_CODE_,1.82000,M,RETN_,RETN_,921256.00000,399339.00000,911.2000,NAT,TXN0000000000001501,2026-02-10
002,100000001502,PEN,3506,P,12794.000,OFF,100000001502,TRN000000001502,2026-02-11,2026-02-11,TD_DEPOSITER,Td Depositer Name 1502,TD_CERT_COLL,Td Cert Collector Name 1502,TD_WITHDRAWE,Td Withdrawer Name 1502,2026-02-11,E,J,JOINT_HOLDER,2026-02-11,PAY,100000001502,PEN,RA,RO,100000001502,INT,PEN,A,G,G,ADVICE_MEDIA_15,EMAIL_1502,CU,D,A,A,REASON_CODE_1502,7869,5909,2026-02-11,15868.700,2338.300,2117.1000,20237.3000,XREF_1502,24405.3000,8893.900,24190.8000,A,919496,4.05000,2026-02-11,135229,138687,DOCUME,D,002,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-02-11,002,MAI,MAI,MAI,CMA,2.6700,COMME,002,305010,984388,BAE,AUTHORIZE,VAL,M,DESTI,CUST000702,CUST000702,OPERATION_KEY_1,D,D,B,3.43000,4.31000,A,RATE_CODE_,2.46000,M,RETN_,RETN_,158283.00000,287227.00000,16841.5000,NAT,TXN0000000000001502,2026-02-11
003,100000001503,EUR,654,P,23749.500,OFF,100000001503,TRN000000001503,2026-02-12,2026-02-12,TD_DEPOSITER,Td Depositer Name 1503,TD_CERT_COLL,Td Cert Collector Name 1503,TD_WITHDRAWE,Td Withdrawer Name 1503,2026-02-12,E,J,JOINT_HOLDER,2026-02-12,PAY,100000001503,EUR,RA,RO,100000001503,INT,EUR,A,G,G,ADVICE_MEDIA_15,EMAIL_1503,CU,D,A,A,REASON_CODE_1503,815,223,2026-02-12,1829.800,9934.300,5260.7000,7960.7000,XREF_1503,18778.2000,23684.600,19881.6000,A,948340,2.79000,2026-02-12,805510,766245,DOCUME,D,003,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-02-12,003,MAI,MAI,MAI,CMA,2.3600,COMME,003,890766,158316,BAE,AUTHORIZE,VAL,M,DESTI,CUST000703,CUST000703,OPERATION_KEY_1,D,D,B,1.05000,2.06000,A,RATE_CODE_,1.48000,M,RETN_,RETN_,672420.00000,63777.00000,7916.1000,NAT,TXN0000000000001503,2026-02-12
004,100000001504,BRL,9775,P,16518.700,OFF,100000001504,TRN000000001504,2026-02-13,2026-02-13,TD_DEPOSITER,Td Depositer Name 1504,TD_CERT_COLL,Td Cert Collector Name 1504,TD_WITHDRAWE,Td Withdrawer Name 1504,2026-02-13,E,J,JOINT_HOLDER,2026-02-13,PAY,100000001504,BRL,RA,RO,100000001504,INT,BRL,A,G,G,ADVICE_MEDIA_15,EMAIL_1504,CU,D,A,A,REASON_CODE_1504,9261,6310,2026-02-13,20702.100,10389.700,8256.6000,2304.3000,XREF_1504,13311.8000,22122.100,1367.8000,A,375254,2.02000,2026-02-13,917522,555046,DOCUME,D,004,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-02-13,004,MAI,MAI,MAI,CMA,2.0000,COMME,004,370735,448480,BAE,AUTHORIZE,VAL,M,DESTI,CUST000704,CUST000704,OPERATION_KEY_1,D,D,B,3.37000,3.04000,A,RATE_CODE_,4.46000,M,RETN_,RETN_,203791.00000,606970.00000,20430.1000,NAT,TXN0000000000001504,2026-02-13
005,100000001505,USD,4127,P,160.600,OFF,100000001505,TRN000000001505,2026-02-14,2026-02-14,TD_DEPOSITER,Td Depositer Name 1505,TD_CERT_COLL,Td Cert Collector Name 1505,TD_WITHDRAWE,Td Withdrawer Name 1505,2026-02-14,E,J,JOINT_HOLDER,2026-02-14,PAY,100000001505,USD,RA,RO,100000001505,INT,USD,A,G,G,ADVICE_MEDIA_15,EMAIL_1505,CU,D,A,A,REASON_CODE_1505,8119,486,2026-02-14,16019.600,957.900,15671.7000,20384.6000,XREF_1505,14805.7000,19089.200,12711.6000,A,39865,1.55000,2026-02-14,493581,352346,DOCUME,D,005,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-02-14,005,MAI,MAI,MAI,CMA,1.8700,COMME,005,106958,627688,BAE,AUTHORIZE,VAL,M,DESTI,CUST000705,CUST000705,OPERATION_KEY_1,D,D,B,2.19000,2.57000,A,RATE_CODE_,2.27000,M,RETN_,RETN_,536152.00000,852547.00000,13266.1000,NAT,TXN0000000000001505,2026-02-14
006,100000001506,PEN,3681,P,1697.700,OFF,100000001506,TRN000000001506,2026-02-15,2026-02-15,TD_DEPOSITER,Td Depositer Name 1506,TD_CERT_COLL,Td Cert Collector Name 1506,TD_WITHDRAWE,Td Withdrawer Name 1506,2026-02-15,E,J,JOINT_HOLDER,2026-02-15,PAY,100000001506,PEN,RA,RO,100000001506,INT,PEN,A,G,G,ADVICE_MEDIA_15,EMAIL_1506,CU,D,A,A,REASON_CODE_1506,8332,3630,2026-02-15,4186.100,12027.600,19682.4000,13149.8000,XREF_1506,19431.7000,5519.400,7171.9000,A,24140,3.33000,2026-02-15,863349,667001,DOCUME,D,006,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-02-15,006,MAI,MAI,MAI,CMA,1.1200,COMME,006,936066,711165,BAE,AUTHORIZE,VAL,M,DESTI,CUST000706,CUST000706,OPERATION_KEY_1,D,D,B,3.20000,4.09000,A,RATE_CODE_,2.54000,M,RETN_,RETN_,179958.00000,486225.00000,12428.2000,NAT,TXN0000000000001506,2026-02-15
007,100000001507,EUR,738,P,15625.300,OFF,100000001507,TRN000000001507,2026-02-16,2026-02-16,TD_DEPOSITER,Td Depositer Name 1507,TD_CERT_COLL,Td Cert Collector Name 1507,TD_WITHDRAWE,Td Withdrawer Name 1507,2026-02-16,E,J,JOINT_HOLDER,2026-02-16,PAY,100000001507,EUR,RA,RO,100000001507,INT,EUR,A,G,G,ADVICE_MEDIA_15,EMAIL_1507,CU,D,A,A,REASON_CODE_1507,6548,7166,2026-02-16,10504.300,13670.600,21661.1000,11141.0000,XREF_1507,16505.7000,14245.000,346.0000,A,630662,2.89000,2026-02-16,818993,28719,DOCUME,D,007,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-02-16,007,MAI,MAI,MAI,CMA,1.0700,COMME,007,305775,548536,BAE,AUTHORIZE,VAL,M,DESTI,CUST000707,CUST000707,OPERATION_KEY_1,D,D,B,2.87000,2.60000,A,RATE_CODE_,4.44000,M,RETN_,RETN_,559633.00000,455171.00000,2419.9000,NAT,TXN0000000000001507,2026-02-16
