BRN,ACC,CCY,VERSION_NO,PAYIN_OPTION,TD_AMOUNT,OFFSET_BRN,TD_OFFSET_ACC,REFERENCE_NO,CREATION_DT,LIQD_DATE,TD_DEPOSITER,TD_DEPOSITER_NAME,TD_CERT_COLLECTOR,TD_CERT_COLLECTOR_NAME,TD_WITHDRAWER,TD_WITHDRAWER_NAME,TD_CERT_PRINT_DT,ENDORSABLE,JOINT_AC_INDICATOR,JOINT_HOLDER,PAYIN_DT,PAYIN_BRN,PAYIN_ACC,PAYIN_CCY,RATE_TYPE,ROLLOVER_INTRT,INT_BOOK_ACC,INT_BOOK_BRN,INT_BOOK_CCY,AUTOLIQD,GEN_MAT_ADV,GEN_RENEWAL_NOT,ADVICE_MEDIA,EMAIL,CUSTODY_STAT,DOC_STAT,AC_STAT,AC_BLOCKED,REASON_CODE,LATEST_EVENT_SEQ_NO,TENOR,NEXT_RATE_CHANGE_DT,INPUT_TAX_AMT,TD_MATURITY_AMT,TD_INT_AMT_READJ_CCY,TD_MAT_AMT_READJ_CCY,XREF,TD_PRN_AMT_READJ_CCY,TD_INT_AMT,ORIGINAL_TD_AMT,ALLOW_PARTIAL_PREPAYMENT,ORIGINAL_TENOR,SPL_COND_INT_RATE,PARTIAL_PREPAID_DATE,CUSTOMER_DCV,DCV_SLIDE_NO,DOCUMENT_NUMBER,DOCUMENT_DIGIT,CONTROL_BRANCH,CTRL_COST_CENTER,TD_CONTROL_EXECUTIVE,TAX_BENEFIT_CODE,DOCUMENT_REGION,OFICINA_CREACION,CREATION_COST_CENTER,TD_CREATION_EXECUTIVE,CREATION_CHANNEL_SYSTEM,CREATION_CHANNEL,LIQD_BRN,LIQD_COST_CENTER,TD_LIQD_EXECUTIVE,LIQD_CHANNEL,CREATION_TRN_CODE,MAINT_DATE,MAINT_BRANCH,MAINT_COST_CENTER,MAINT_EXECUTIVE,MAINT_CHANNEL_SYSTEM,CMAINT_CHANNEL,PREV_RATE,COMMER_COST_CENTER,BAE_BRANCH,BAE_DOC_NUM,BAE_SEQUENTIAL_NUM,BAE_OPERATION_TYPE,AUTHORIZER_RUT_ID,VALUEDATED_DOC_PRNT_BRN,MIG_DOC_MARK,DESTINATION_CODE,DCV_CUSTOMER_NO,CUSTOMER_SECOND_NAME,OPERATION_KEY,DCV_DEPOSIT,DEP_GUARANTEE,BIS57,RATE_VALUE,RATE_SPREAD,AUTH_RATE,RATE_CODE,SPL_COND_TAX_RATE,MOVE_DORMANCY,RETN_DAYS,RETN_TYPE,CUST_NEG,CUST_NEG_VIEW,PREV_TD_INT_AMT_READJ_CCY,NATIONALITY,TXN_ID
017,100000001317,USD,5409,P,8026.800,OFF,100000001317,TRN000000001317,2026-08-10,2026-08-10,TD_DEPOSITER,Td Depositer Name 1317,TD_CERT_COLL,Td Cert Collector Name 1317,TD_WITHDRAWE,Td Withdrawer Name 1317,2026-08-10,E,J,JOINT_HOLDER,2026-08-10,PAY,100000001317,USD,RA,RO,100000001317,INT,USD,A,G,G,ADVICE_MEDIA_13,EMAIL_1317,CU,D,A,A,REASON_CODE_1317,3868,7475,2026-08-10,16180.300,5490.700,3975.9000,18644.2000,XREF_1317,21073.0000,14697.300,23714.8000,A,708238,0.90000,2026-08-10,208144,116783,DOCUME,D,017,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-08-10,017,MAI,MAI,MAI,CMA,0.8300,COMME,017,472873,708507,BAE,AUTHORIZE,VAL,M,DESTI,CUST000517,CUST000517,OPERATION_KEY_1,D,D,B,4.13000,2.31000,A,RATE_CODE_,4.06000,M,RETN_,RETN_,60005.00000,921813.00000,8774.5000,NAT,TXN0000000000001317
018,100000001318,PEN,3928,P,24265.300,OFF,100000001318,TRN000000001318,2026-08-11,2026-08-11,TD_DEPOSITER,Td Depositer Name 1318,TD_CERT_COLL,Td Cert Collector Name 1318,TD_WITHDRAWE,Td Withdrawer Name 1318,2026-08-11,E,J,JOINT_HOLDER,2026-08-11,PAY,100000001318,PEN,RA,RO,100000001318,INT,PEN,A,G,G,ADVICE_MEDIA_13,EMAIL_1318,CU,D,A,A,REASON_CODE_1318,2485,1646,2026-08-11,9297.700,12974.500,6813.9000,19937.8000,XREF_1318,6303.5000,15152.600,24256.4000,A,118848,1.34000,2026-08-11,653704,499407,DOCUME,D,018,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-08-11,018,MAI,MAI,MAI,CMA,3.0800,COMME,018,665165,354288,BAE,AUTHORIZE,VAL,M,DESTI,CUST000518,CUST000518,OPERATION_KEY_1,D,D,B,2.83000,2.12000,A,RATE_CODE_,1.29000,M,RETN_,RETN_,520075.00000,905138.00000,17885.9000,NAT,TXN0000000000001318
019,100000001319,EUR,4301,P,23135.700,OFF,100000001319,TRN000000001319,2026-08-12,2026-08-12,TD_DEPOSITER,Td Depositer Name 1319,TD_CERT_COLL,Td Cert Collector Name 1319,TD_WITHDRAWE,Td Withdrawer Name 1319,2026-08-12,E,J,JOINT_HOLDER,2026-08-12,PAY,100000001319,EUR,RA,RO,100000001319,INT,EUR,A,G,G,ADVICE_MEDIA_13,EMAIL_1319,CU,D,A,A,REASON_CODE_1319,4915,7337,2026-08-12,23680.300,4143.900,16823.3000,9380.7000,XREF_1319,4725.6000,20147.800,8209.7000,A,949537,2.38000,2026-08-12,634484,459881,DOCUME,D,019,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-08-12,019,MAI,MAI,MAI,CMA,2.4000,COMME,019,425581,156198,BAE,AUTHORIZE,VAL,M,DESTI,CUST000519,CUST000519,OPERATION_KEY_1,D,D,B,3.27000,4.06000,A,RATE_CODE_,2.04000,M,RETN_,RETN_,207158.00000,480027.00000,4413.9000,NAT,TXN0000000000001319
020,100000001320,BRL,8081,P,18526.300,OFF,100000001320,TRN000000001320,2026-08-13,2026-08-13,TD_DEPOSITER,Td Depositer Name 1320,TD_CERT_COLL,Td Cert Collector Name 1320,TD_WITHDRAWE,Td Withdrawer Name 1320,2026-08-13,E,J,JOINT_HOLDER,2026-08-13,PAY,100000001320,BRL,RA,RO,100000001320,INT,BRL,A,G,G,ADVICE_MEDIA_13,EMAIL_1320,CU,D,A,A,REASON_CODE_1320,6179,4319,2026-08-13,587.800,22778.800,7417.2000,1004.2000,XREF_1320,6647.1000,2717.100,19129.4000,A,155194,2.28000,2026-08-13,11380,435388,DOCUME,D,020,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-08-13,020,MAI,MAI,MAI,CMA,2.6800,COMME,020,935647,584020,BAE,AUTHORIZE,VAL,M,DESTI,CUST000520,CUST000520,OPERATION_KEY_1,D,D,B,1.29000,2.39000,A,RATE_CODE_,2.59000,M,RETN_,RETN_,456935.00000,95157.00000,6784.8000,NAT,TXN0000000000001320
021,100000001321,USD,2990,P,2381.900,OFF,100000001321,TRN000000001321,2026-08-14,2026-08-14,TD_DEPOSITER,Td Depositer Name 1321,TD_CERT_COLL,Td Cert Collector Name 1321,TD_WITHDRAWE,Td Withdrawer Name 1321,2026-08-14,E,J,JOINT_HOLDER,2026-08-14,PAY,100000001321,USD,RA,RO,100000001321,INT,USD,A,G,G,ADVICE_MEDIA_13,EMAIL_1321,CU,D,A,A,REASON_CODE_1321,2062,3680,2026-08-14,22660.200,15014.400,2578.2000,21081.2000,XREF_1321,4150.7000,2379.000,20154.6000,A,950349,2.64000,2026-08-14,403205,432218,DOCUME,D,021,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-08-14,021,MAI,MAI,MAI,CMA,2.6200,COMME,021,778024,417736,BAE,AUTHORIZE,VAL,M,DESTI,CUST000521,CUST000521,OPERATION_KEY_1,D,D,B,3.12000,3.32000,A,RATE_CODE_,2.61000,M,RETN_,RETN_,747592.00000,669737.00000,10632.7000,NAT,TXN0000000000001321
022,100000001322,PEN,5449,P,2893.600,OFF,100000001322,TRN000000001322,2026-08-15,2026-08-15,TD_DEPOSITER,Td Depositer Name 1322,TD_CERT_COLL,Td Cert Collector Name 1322,TD_WITHDRAWE,Td Withdrawer Name 1322,2026-08-15,E,J,JOINT_HOLDER,2026-08-15,PAY,100000001322,PEN,RA,RO,100000001322,INT,PEN,A,G,G,ADVICE_MEDIA_13,EMAIL_1322,CU,D,A,A,REASON_CODE_1322,6278,5591,2026-08-15,8172.100,18601.800,9321.1000,19125.4000,XREF_1322,22459.2000,24328.500,10638.8000,A,257759,2.97000,2026-08-15,424466,179872,DOCUME,D,022,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-08-15,022,MAI,MAI,MAI,CMA,3.4300,COMME,022,457094,477181,BAE,AUTHORIZE,VAL,M,DESTI,CUST000522,CUST000522,OPERATION_KEY_1,D,D,B,4.39000,1.05000,A,RATE_CODE_,4.07000,M,RETN_,RETN_,737867.00000,351526.00000,930.9000,NAT,TXN0000000000001322
023,100000001323,EUR,5923,P,1667.100,OFF,100000001323,TRN000000001323,2026-08-16,2026-08-16,TD_DEPOSITER,Td Depositer Name 1323,TD_CERT_COLL,Td Cert Collector Name 1323,TD_WITHDRAWE,Td Withdrawer Name 1323,2026-08-16,E,J,JOINT_HOLDER,2026-08-16,PAY,100000001323,EUR,RA,RO,100000001323,INT,EUR,A,G,G,ADVICE_MEDIA_13,EMAIL_1323,CU,D,A,A,REASON_CODE_1323,339,8911,2026-08-16,6076.400,324.200,21069.1000,15352.2000,XREF_1323,4661.1000,7660.100,1455.9000,A,832372,3.79000,2026-08-16,827012,544572,DOCUME,D,023,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-08-16,023,MAI,MAI,MAI,CMA,3.2500,COMME,023,981488,348800,BAE,AUTHORIZE,VAL,M,DESTI,CUST000523,CUST000523,OPERATION_KEY_1,D,D,B,2.64000,1.67000,A,RATE_CODE_,2.48000,M,RETN_,RETN_,577220.00000,973214.00000,8041.6000,NAT,TXN0000000000001323
024,100000001324,BRL,7329,P,13841.400,OFF,100000001324,TRN000000001324,2026-08-17,2026-08-17,TD_DEPOSITER,Td Depositer Name 1324,TD_CERT_COLL,Td Cert Collector Name 1324,TD_WITHDRAWE,Td Withdrawer Name 1324,2026-08-17,E,J,JOINT_HOLDER,2026-08-17,PAY,100000001324,BRL,RA,RO,100000001324,INT,BRL,A,G,G,ADVICE_MEDIA_13,EMAIL_1324,CU,D,A,A,REASON_CODE_1324,804,271,2026-08-17,21447.600,14102.900,19772.1000,12273.5000,XREF_1324,12242.6000,7792.500,5564.2000,A,160150,3.73000,2026-08-17,33807,432566,DOCUME,D,024,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-08-17,024,MAI,MAI,MAI,CMA,0.8900,COMME,024,814682,602112,BAE,AUTHORIZE,VAL,M,DESTI,CUST000524,CUST000524,OPERATION_KEY_1,D,D,B,4.12000,4.08000,A,RATE_CODE_,4.01000,M,RETN_,RETN_,997594.00000,151902.00000,16127.7000,NAT,TXN0000000000001324
025,100000001325,USD,9619,P,22282.500,OFF,100000001325,TRN000000001325,2026-08-18,2026-08-18,TD_DEPOSITER,Td Depositer Name 1325,TD_CERT_COLL,Td Cert Collector Name 1325,TD_WITHDRAWE,Td Withdrawer Name 1325,2026-08-18,E,J,JOINT_HOLDER,2026-08-18,PAY,100000001325,USD,RA,RO,100000001325,INT,USD,A,G,G,ADVICE_MEDIA_13,EMAIL_1325,CU,D,A,A,REASON_CODE_1325,5798,8976,2026-08-18,20184.600,21250.200,2877.0000,11392.3000,XREF_1325,4752.4000,17946.900,10212.7000,A,656203,3.49000,2026-08-18,123028,749804,DOCUME,D,025,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-08-18,025,MAI,MAI,MAI,CMA,3.7400,COMME,025,527434,359908,BAE,AUTHORIZE,VAL,M,DESTI,CUST000525,CUST000525,OPERATION_KEY_1,D,D,B,3.24000,3.45000,A,RATE_CODE_,1.36000,M,RETN_,RETN_,402798.00000,279458.00000,13284.6000,NAT,TXN0000000000001325
001,100000001326,PEN,5654,P,17623.200,OFF,100000001326,TRN000000001326,2026-08-19,2026-08-19,TD_DEPOSITER,Td Depositer Name 1326,TD_CERT_COLL,Td Cert Collector Name 1326,TD_WITHDRAWE,Td Withdrawer Name 1326,2026-08-19,E,J,JOINT_HOLDER,2026-08-19,PAY,100000001326,PEN,RA,RO,100000001326,INT,PEN,A,G,G,ADVICE_MEDIA_13,EMAIL_1326,CU,D,A,A,REASON_CODE_1326,4173,8860,2026-08-19,23054.500,22489.200,8918.0000,2219.7000,XREF_1326,24054.1000,15103.700,8686.3000,A,433438,4.49000,2026-08-19,521303,340263,DOCUME,D,001,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-08-19,001,MAI,MAI,MAI,CMA,2.1700,COMME,001,211122,894873,BAE,AUTHORIZE,VAL,M,DESTI,CUST000526,CUST000526,OPERATION_KEY_1,D,D,B,2.26000,2.34000,A,RATE_CODE_,1.10000,M,RETN_,RETN_,84345.00000,896958.00000,17635.2000,NAT,TXN0000000000001326
002,100000001327,EUR,2051,P,14816.200,OFF,100000001327,TRN000000001327,2026-08-20,2026-08-20,TD_DEPOSITER,Td Depositer Name 1327,TD_CERT_COLL,Td Cert Collector Name 1327,TD_WITHDRAWE,Td Withdrawer Name 1327,2026-08-20,E,J,JOINT_HOLDER,2026-08-20,PAY,100000001327,EUR,RA,RO,100000001327,INT,EUR,A,G,G,ADVICE_MEDIA_13,EMAIL_1327,CU,D,A,A,REASON_CODE_1327,6078,4456,2026-08-20,4897.900,20072.400,12466.5000,6485.5000,XREF_1327,3430.6000,14259.500,14288.0000,A,674830,3.83000,2026-08-20,783366,211061,DOCUME,D,002,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-08-20,002,MAI,MAI,MAI,CMA,1.9800,COMME,002,581714,610780,BAE,AUTHORIZE,VAL,M,DESTI,CUST000527,CUST000527,OPERATION_KEY_1,D,D,B,2.62000,1.20000,A,RATE_CODE_,4.32000,M,RETN_,RETN_,982021.00000,785158.00000,6501.4000,NAT,TXN0000000000001327
003,100000001328,BRL,9053,P,8832.000,OFF,100000001328,TRN000000001328,2026-08-21,2026-08-21,TD_DEPOSITER,Td Depositer Name 1328,TD_CERT_COLL,Td Cert Collector Name 1328,TD_WITHDRAWE,Td Withdrawer Name 1328,2026-08-21,E,J,JOINT_HOLDER,2026-08-21,PAY,100000001328,BRL,RA,RO,100000001328,INT,BRL,A,G,G,ADVICE_MEDIA_13,EMAIL_1328,CU,D,A,A,REASON_CODE_1328,5569,6811,2026-08-21,13238.700,6807.800,21669.0000,2840.5000,XREF_1328,559.9000,12213.300,1965.7000,A,488223,2.61000,2026-08-21,840801,300183,DOCUME,D,003,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-08-21,003,MAI,MAI,MAI,CMA,1.1600,COMME,003,935599,398471,BAE,AUTHORIZE,VAL,M,DESTI,CUST000528,CUST000528,OPERATION_KEY_1,D,D,B,3.01000,3.08000,A,RATE_CODE_,2.15000,M,RETN_,RETN_,873638.00000,656967.00000,20309.1000,NAT,TXN0000000000001328
004,100000001329,USD,9680,P,20825.600,OFF,100000001329,TRN000000001329,2026-08-22,2026-08-22,TD_DEPOSITER,Td Depositer Name 1329,TD_CERT_COLL,Td Cert Collector Name 1329,TD_WITHDRAWE,Td Withdrawer Name 1329,2026-08-22,E,J,JOINT_HOLDER,2026-08-22,PAY,100000001329,USD,RA,RO,100000001329,INT,USD,A,G,G,ADVICE_MEDIA_13,EMAIL_1329,CU,D,A,A,REASON_CODE_1329,5390,1563,2026-08-22,23705.900,22208.700,10470.5000,10623.3000,XREF_1329,9231.8000,19391.000,20959.9000,A,325461,4.08000,2026-08-22,777330,980283,DOCUME,D,004,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-08-22,004,MAI,MAI,MAI,CMA,2.0400,COMME,004,371379,443985,BAE,AUTHORIZE,VAL,M,DESTI,CUST000529,CUST000529,OPERATION_KEY_1,D,D,B,1.75000,2.69000,A,RATE_CODE_,3.34000,M,RETN_,RETN_,567738.00000,612349.00000,22761.3000,NAT,TXN0000000000001329
005,100000001330,PEN,3922,P,2415.400,OFF,100000001330,TRN000000001330,2026-08-23,2026-08-23,TD_DEPOSITER,Td Depositer Name 1330,TD_CERT_COLL,Td Cert Collector Name 1330,TD_WITHDRAWE,Td Withdrawer Name 1330,2026-08-23,E,J,JOINT_HOLDER,2026-08-23,PAY,100000001330,PEN,RA,RO,100000001330,INT,PEN,A,G,G,ADVICE_MEDIA_13,EMAIL_1330,CU,D,A,A,REASON_CODE_1330,8166,5601,2026-08-23,5555.600,16505.500,23206.6000,22371.9000,XREF_1330,18952.1000,8409.800,6111.0000,A,416804,4.49000,2026-08-23,412165,6230,DOCUME,D,005,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-08-23,005,MAI,MAI,MAI,CMA,0.8100,COMME,005,65522,795267,BAE,AUTHORIZE,VAL,M,DESTI,CUST000530,CUST000530,OPERATION_KEY_1,D,D,B,3.42000,1.60000,A,RATE_CODE_,3.41000,M,RETN_,RETN_,280630.00000,63478.00000,22345.2000,NAT,TXN0000000000001330
006,100000001331,EUR,8712,P,4994.400,OFF,100000001331,TRN000000001331,2026-08-24,2026-08-24,TD_DEPOSITER,Td Depositer Name 1331,TD_CERT_COLL,Td Cert Collector Name 1331,TD_WITHDRAWE,Td Withdrawer Name 1331,2026-08-24,E,J,JOINT_HOLDER,2026-08-24,PAY,100000001331,EUR,RA,RO,100000001331,INT,EUR,A,G,G,ADVICE_MEDIA_13,EMAIL_1331,CU,D,A,A,REASON_CODE_1331,7515,8607,2026-08-24,16895.400,12832.600,21427.6000,15065.8000,XREF_1331,23588.4000,17892.400,18905.8000,A,796900,1.93000,2026-08-24,73319,993878,DOCUME,D,006,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-08-24,006,MAI,MAI,MAI,CMA,3.1100,COMME,006,584863,355859,BAE,AUTHORIZE,VAL,M,DESTI,CUST000531,CUST000531,OPERATION_KEY_1,D,D,B,3.86000,2.73000,A,RATE_CODE_,4.33000,M,RETN_,RETN_,645642.00000,384417.00000,22379.7000,NAT,TXN0000000000001331
007,100000001332,BRL,9831,P,20670.700,OFF,100000001332,TRN000000001332,2026-08-25,2026-08-25,TD_DEPOSITER,Td Depositer Name 1332,TD_CERT_COLL,Td Cert Collector Name 1332,TD_WITHDRAWE,Td Withdrawer Name 1332,2026-08-25,E,J,JOINT_HOLDER,2026-08-25,PAY,100000001332,BRL,RA,RO,100000001332,INT,BRL,A,G,G,ADVICE_MEDIA_13,EMAIL_1332,CU,D,A,A,REASON_CODE_1332,4398,8939,2026-08-25,23916.600,20047.700,2097.9000,7068.2000,XREF_1332,23591.4000,18389.000,22644.0000,A,87596,3.42000,2026-08-25,426812,39830,DOCUME,D,007,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-08-25,007,MAI,MAI,MAI,CMA,3.0500,COMME,007,805700,555664,BAE,AUTHORIZE,VAL,M,DESTI,CUST000532,CUST000532,OPERATION_KEY_1,D,D,B,2.33000,1.85000,A,RATE_CODE_,3.50000,M,RETN_,RETN_,100140.00000,228388.00000,21743.2000,NAT,TXN0000000000001332
008,100000001333,USD,8017,P,82313.600,OFF,100000001333,TRN000000001333,2026-08-26,2026-08-26,TD_DEPOSITER,Td Depositer Name 1333,TD_CERT_COLL,Td Cert Collector Name 1333,TD_WITHDRAWE,Td Withdrawer Name 1333,2026-08-26,E,J,JOINT_HOLDER,2026-08-26,PAY,100000001333,USD,RA,RO,100000001333,INT,USD,A,G,G,ADVICE_MEDIA_13,EMAIL_1333,CU,D,A,A,REASON_CODE_1333,1993,3554,2026-08-26,72506.400,151064.800,1198.4000,120128.0000,XREF_1333,192860.0000,75851.200,2800.0000,A,906920,1.87000,2026-08-26,714417,937641,DOCUME,D,008,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-08-26,008,MAI,MAI,MAI,CMA,1.1500,COMME,008,726901,100992,BAE,AUTHORIZE,VAL,M,DESTI,CUST000533,CUST000533,OPERATION_KEY_1,D,D,B,3.30000,3.75000,A,RATE_CODE_,2.50000,M,RETN_,RETN_,79798.00000,132357.00000,144979.2000,NAT,TXN0000000000001333
009,100000001334,PEN,432,P,22796.400,OFF,100000001334,TRN000000001334,2026-08-27,2026-08-27,TD_DEPOSITER,Td Depositer Name 1334,TD_CERT_COLL,Td Cert Collector Name 1334,TD_WITHDRAWE,Td Withdrawer Name 1334,2026-08-27,E,J,JOINT_HOLDER,2026-08-27,PAY,100000001334,PEN,RA,RO,100000001334,INT,PEN,A,G,G,ADVICE_MEDIA_13,EMAIL_1334,CU,D,A,A,REASON_CODE_1334,2122,4825,2026-08-27,23023.100,1910.800,17999.1000,3747.6000,XREF_1334,18194.8000,19184.300,17347.5000,A,311799,1.59000,2026-08-27,615346,580814,DOCUME,D,009,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-08-27,009,MAI,MAI,MAI,CMA,3.6700,COMME,009,974838,805229,BAE,AUTHORIZE,VAL,M,DESTI,CUST000534,CUST000534,OPERATION_KEY_1,D,D,B,3.99000,1.94000,A,RATE_CODE_,2.84000,M,RETN_,RETN_,596279.00000,406296.00000,21373.8000,NAT,TXN0000000000001334
010,100000001335,EUR,6069,P,24716.300,OFF,100000001335,TRN000000001335,2026-08-28,2026-08-28,TD_DEPOSITER,Td Depositer Name 1335,TD_CERT_COLL,Td Cert Collector Name 1335,TD_WITHDRAWE,Td Withdrawer Name 1335,2026-08-28,E,J,JOINT_HOLDER,2026-08-28,PAY,100000001335,EUR,RA,RO,100000001335,INT,EUR,A,G,G,ADVICE_MEDIA_13,EMAIL_1335,CU,D,A,A,REASON_CODE_1335,9941,3099,2026-08-28,19222.700,19410.500,2799.3000,15574.3000,XREF_1335,13267.4000,7874.700,18314.3000,A,411992,2.75000,2026-08-28,998329,922497,DOCUME,D,010,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-08-28,010,MAI,MAI,MAI,CMA,3.9900,COMME,010,467946,983740,BAE,AUTHORIZE,VAL,M,DESTI,CUST000535,CUST000535,OPERATION_KEY_1,D,D,B,4.45000,1.70000,A,RATE_CODE_,3.81000,M,RETN_,RETN_,941246.00000,468917.00000,10046.0000,NAT,TXN0000000000001335
011,100000001336,BRL,7262,P,16366.700,OFF,100000001336,TRN000000001336,2026-08-29,2026-08-29,TD_DEPOSITER,Td Depositer Name 1336,TD_CERT_COLL,Td Cert Collector Name 1336,TD_WITHDRAWE,Td Withdrawer Name 1336,2026-08-29,E,J,JOINT_HOLDER,2026-08-29,PAY,100000001336,BRL,RA,RO,100000001336,INT,BRL,A,G,G,ADVICE_MEDIA_13,EMAIL_1336,CU,D,A,A,REASON_CODE_1336,7400,7202,2026-08-29,19264.400,7425.400,13264.4000,526.7000,XREF_1336,24697.6000,4795.200,14532.1000,A,230696,1.73000,2026-08-29,176518,236038,DOCUME,D,011,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-08-29,011,MAI,MAI,MAI,CMA,4.5000,COMME,011,565702,466155,BAE,AUTHORIZE,VAL,M,DESTI,CUST000536,CUST000536,OPERATION_KEY_1,D,D,B,1.93000,4.12000,A,RATE_CODE_,2.34000,M,RETN_,RETN_,647898.00000,579305.00000,14762.9000,NAT,TXN0000000000001336
012,100000001337,USD,5905,P,24592.600,OFF,100000001337,TRN000000001337,2026-08-30,2026-08-30,TD_DEPOSITER,Td Depositer Name 1337,TD_CERT_COLL,Td Cert Collector Name 1337,TD_WITHDRAWE,Td Withdrawer Name 1337,2026-08-30,E,J,JOINT_HOLDER,2026-08-30,PAY,100000001337,USD,RA,RO,100000001337,INT,USD,A,G,G,ADVICE_MEDIA_13,EMAIL_1337,CU,D,A,A,REASON_CODE_1337,145,583,2026-08-30,23879.100,13281.000,10498.0000,4228.7000,XREF_1337,17331.7000,12479.800,8161.6000,A,267257,4.28000,2026-08-30,253134,690302,DOCUME,D,012,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-08-30,012,MAI,MAI,MAI,CMA,1.8100,COMME,012,147223,213882,BAE,AUTHORIZE,VAL,M,DESTI,CUST000537,CUST000537,OPERATION_KEY_1,D,D,B,1.94000,1.84000,A,RATE_CODE_,4.47000,M,RETN_,RETN_,461253.00000,90302.00000,15582.6000,NAT,TXN0000000000001337
013,100000001338,PEN,4454,P,13647.500,OFF,100000001338,TRN000000001338,2026-08-31,2026-08-31,TD_DEPOSITER,Td Depositer Name 1338,TD_CERT_COLL,Td Cert Collector Name 1338,TD_WITHDRAWE,Td Withdrawer Name 1338,2026-08-31,E,J,JOINT_HOLDER,2026-08-31,PAY,100000001338,PEN,RA,RO,100000001338,INT,PEN,A,G,G,ADVICE_MEDIA_13,EMAIL_1338,CU,D,A,A,REASON_CODE_1338,7073,3639,2026-08-31,8368.000,1114.600,16408.4000,5547.1000,XREF_1338,14258.5000,9272.300,13641.4000,A,654857,2.00000,2026-08-31,889624,351507,DOCUME,D,013,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-08-31,013,MAI,MAI,MAI,CMA,1.8500,COMME,013,48417,484194,BAE,AUTHORIZE,VAL,M,DESTI,CUST000538,CUST000538,OPERATION_KEY_1,D,D,B,2.07000,3.79000,A,RATE_CODE_,2.76000,M,RETN_,RETN_,489021.00000,339673.00000,1764.0000,NAT,TXN0000000000001338
014,100000001339,EUR,3221,P,21733.000,OFF,100000001339,TRN000000001339,2026-09-01,2026-09-01,TD_DEPOSITER,Td Depositer Name 1339,TD_CERT_COLL,Td Cert Collector Name 1339,TD_WITHDRAWE,Td Withdrawer Name 1339,2026-09-01,E,J,JOINT_HOLDER,2026-09-01,PAY,100000001339,EUR,RA,RO,100000001339,INT,EUR,A,G,G,ADVICE_MEDIA_13,EMAIL_1339,CU,D,A,A,REASON_CODE_1339,3237,7487,2026-09-01,540.200,10014.700,15856.2000,15023.2000,XREF_1339,18014.7000,10659.200,22044.1000,A,165600,2.46000,2026-09-01,337149,291694,DOCUME,D,014,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-09-01,014,MAI,MAI,MAI,CMA,2.1800,COMME,014,735051,880035,BAE,AUTHORIZE,VAL,M,DESTI,CUST000539,CUST000539,OPERATION_KEY_1,D,D,B,3.20000,2.88000,A,RATE_CODE_,1.08000,M,RETN_,RETN_,305402.00000,131998.00000,24535.4000,NAT,TXN0000000000001339
