BRN,ACC,PROD,SC_MAP_DT,GC_MAP_DT,LAST_CALC_DT,LAST_LIQ_DT,NEXT_LIQ_DT,LAST_ACCR_DT,NEXT_ACCR_DT,LAST_SCHD_LIQ_DT,INC_MTH,NEXT_SCHD_LIQ_DT,FIRST_CALC_DT,NEXT_SCHD_ACCR_DT,PROD_TYPE,HAS_ACCR,NEXT_CALC_DT,PROD_ACCR,HAS_PROBLEMS,BKVAL_RECALC_FLAG,BKVAL_MINCALC_DATE,STOP_IC,FIRST_FIRST_CALC_DATE,NEXT_EVENT_DT,CCY,ACLASS,PROCESS,MIS_REFERENCE,DEPOSIT,IMAT_PROBLEMS,DEFER_LIQ_DT,TAX_PRODUCT,HAS_IADJ
012,100000001412,PROD,2026-11-13,2026-11-13,2026-11-13,2026-11-13,2026-11-13,2026-11-13,2026-11-13,2026-11-13,I,2026-11-13,2026-11-13,2026-11-13,P,1,2026-11-13,1,H,N,2026-11-13,S,2026-11-13,2026-11-13,BRL,ACLASS,25,MIS_REFERENCE_14,D,I,2026-11-13,C,H
013,100000001413,PROD,2026-11-14,2026-11-14,2026-11-14,2026-11-14,2026-11-14,2026-11-14,2026-11-14,2026-11-14,I,2026-11-14,2026-11-14,2026-11-14,P,1,2026-11-14,1,H,N,2026-11-14,S,2026-11-14,2026-11-14,USD,ACLASS,43,MIS_REFERENCE_14,D,I,2026-11-14,L,H
014,100000001414,PROD,2026-11-15,2026-11-15,2026-11-15,2026-11-15,2026-11-15,2026-11-15,2026-11-15,2026-11-15,I,2026-11-15,2026-11-15,2026-11-15,P,1,2026-11-15,1,H,N,2026-11-15,S,2026-11-15,2026-11-15,PEN,ACLASS,49,MIS_REFERENCE_14,D,I,2026-11-15,T,H
015,100000001415,PROD,2026-11-16,2026-11-16,2026-11-16,2026-11-16,2026-11-16,2026-11-16,2026-11-16,2026-11-16,I,2026-11-16,2026-11-16,2026-11-16,P,1,2026-11-16,1,H,N,2026-11-16,S,2026-11-16,2026-11-16,EUR,ACLASS,31,MIS_REFERENCE_14,D,I,2026-11-16,C,H
016,100000001416,PROD,2026-11-17,2026-11-17,2026-11-17,2026-11-17,2026-11-17,2026-11-17,2026-11-17,2026-11-17,I,2026-11-17,2026-11-17,2026-11-17,P,1,2026-11-17,1,H,Y,2026-11-17,S,2026-11-17,2026-11-17,BRL,ACLASS,5,MIS_REFERENCE_14,D,I,2026-11-17,C,H
017,100000001417,PROD,2026-11-18,2026-11-18,2026-11-18,2026-11-18,2026-11-18,2026-11-18,2026-11-18,2026-11-18,I,2026-11-18,2026-11-18,2026-11-18,P,1,2026-11-18,1,H,N,2026-11-18,S,2026-11-18,2026-11-18,USD,ACLASS,70,MIS_REFERENCE_14,D,I,2026-11-18,S,H
018,100000001418,PROD,2026-11-19,2026-11-19,2026-11-19,2026-11-19,2026-11-19,2026-11-19,2026-11-19,2026-11-19,I,2026-11-19,2026-11-19,2026-11-19,P,1,2026-11-19,1,H,N,2026-11-19,S,2026-11-19,2026-11-19,PEN,ACLASS,40,MIS_REFERENCE_14,D,I,2026-11-19,C,H
019,100000001419,PROD,2026-11-20,2026-11-20,2026-11-20,2026-11-20,2026-11-20,2026-11-20,2026-11-20,2026-11-20,I,2026-11-20,2026-11-20,2026-11-20,P,1,2026-11-20,1,H,N,2026-11-20,S,2026-11-20,2026-11-20,EUR,ACLASS,40,MIS_REFERENCE_14,D,I,2026-11-20,L,H
020,100000001420,PROD,2026-11-21,2026-11-21,2026-11-21,2026-11-21,2026-11-21,2026-11-21,2026-11-21,2026-11-21,I,2026-11-21,2026-11-21,2026-11-21,P,1,2026-11-21,1,H,N,2026-11-21,S,2026-11-21,2026-11-21,BRL,ACLASS,71,MIS_REFERENCE_14,D,I,2026-11-21,T,H
021,100000001421,PROD,2026-11-22,2026-11-22,2026-11-22,2026-11-22,2026-11-22,2026-11-22,2026-11-22,2026-11-22,I,2026-11-22,2026-11-22,2026-11-22,P,1,2026-11-22,1,H,Y,2026-11-22,S,2026-11-22,2026-11-22,USD,ACLASS,81,MIS_REFERENCE_14,D,I,2026-11-22,C,H
022,100000001422,PROD,2026-11-23,2026-11-23,2026-11-23,2026-11-23,2026-11-23,2026-11-23,2026-11-23,2026-11-23,I,2026-11-23,2026-11-23,2026-11-23,P,1,2026-11-23,1,H,N,2026-11-23,S,2026-11-23,2026-11-23,PEN,ACLASS,40,MIS_REFERENCE_14,D,I,2026-11-23,C,H
023,100000001423,PROD,2026-11-24,2026-11-24,2026-11-24,2026-11-24,2026-11-24,2026-11-24,2026-11-24,2026-11-24,I,2026-11-24,2026-11-24,2026-11-24,P,1,2026-11-24,1,H,N,2026-11-24,S,2026-11-24,2026-11-24,EUR,ACLASS,56,MIS_REFERENCE_14,D,I,2026-11-24,S,H
024,100000001424,PROD,2026-11-25,2026-11-25,2026-11-25,2026-11-25,2026-11-25,2026-11-25,2026-11-25,2026-11-25,I,2026-11-25,2026-11-25,2026-11-25,P,1,2026-11-25,1,H,N,2026-11-25,S,2026-11-25,2026-11-25,BRL,ACLASS,57,MIS_REFERENCE_14,D,I,2026-11-25,C,H
025,100000001425,PROD,2026-11-26,2026-11-26,2026-11-26,2026-11-26,2026-11-26,2026-11-26,2026-11-26,2026-11-26,I,2026-11-26,2026-11-26,2026-11-26,P,1,2026-11-26,1,H,N,2026-11-26,S,2026-11-26,2026-11-26,USD,ACLASS,36,MIS_REFERENCE_14,D,I,2026-11-26,L,H
001,100000001426,PROD,2026-11-27,2026-11-27,2026-11-27,2026-11-27,2026-11-27,2026-11-27,2026-11-27,2026-11-27,I,2026-11-27,2026-11-27,2026-11-27,P,1,2026-11-27,1,H,Y,2026-11-27,S,2026-11-27,2026-11-27,PEN,ACLASS,65,MIS_REFERENCE_14,D,I,2026-11-27,T,H
002,100000001427,PROD,2026-11-28,2026-11-28,2026-11-28,2026-11-28,2026-11-28,2026-11-28,2026-11-28,2026-11-28,I,2026-11-28,2026-11-28,2026-11-28,P,1,2026-11-28,1,H,N,2026-11-28,S,2026-11-28,2026-11-28,EUR,ACLASS,45,MIS_REFERENCE_14,D,I,2026-11-28,C,H
003,100000001428,PROD,2026-11-29,2026-11-29,2026-11-29,2026-11-29,2026-11-29,2026-11-29,2026-11-29,2026-11-29,I,2026-11-29,2026-11-29,2026-11-29,P,1,2026-11-29,1,H,N,2026-11-29,S,2026-11-29,2026-11-29,BRL,ACLASS,8,MIS_REFERENCE_14,D,I,2026-11-29,C,H
004,100000001429,PROD,2026-11-30,2026-11-30,2026-11-30,2026-11-30,2026-11-30,2026-11-30,2026-11-30,2026-11-30,I,2026-11-30,2026-11-30,2026-11-30,P,1,2026-11-30,1,H,N,2026-11-30,S,2026-11-30,2026-11-30,USD,ACLASS,71,MIS_REFERENCE_14,D,I,2026-11-30,S,H
005,100000001430,PROD,2026-12-01,2026-12-01,2026-12-01,2026-12-01,2026-12-01,2026-12-01,2026-12-01,2026-12-01,I,2026-12-01,2026-12-01,2026-12-01,P,1,2026-12-01,1,H,N,2026-12-01,S,2026-12-01,2026-12-01,PEN,ACLASS,96,MIS_REFERENCE_14,D,I,2026-12-01,C,H
006,100000001431,PROD,2026-12-02,2026-12-02,2026-12-02,2026-12-02,2026-12-02,2026-12-02,2026-12-02,2026-12-02,I,2026-12-02,2026-12-02,2026-12-02,P,1,2026-12-02,1,H,Y,2026-12-02,S,2026-12-02,2026-12-02,EUR,ACLASS,41,MIS_REFERENCE_14,D,I,2026-12-02,L,H
007,100000001432,PROD,2026-12-03,2026-12-03,2026-12-03,2026-12-03,2026-12-03,2026-12-03,2026-12-03,2026-12-03,I,2026-12-03,2026-12-03,2026-12-03,P,1,2026-12-03,1,H,N,2026-12-03,S,2026-12-03,2026-12-03,BRL,ACLASS,77,MIS_REFERENCE_14,D,I,2026-12-03,T,H
008,100000001433,PROD,2026-12-04,2026-12-04,2026-12-04,2026-12-04,2026-12-04,2026-12-04,2026-12-04,2026-12-04,I,2026-12-04,2026-12-04,2026-12-04,P,1,2026-12-04,1,H,N,2026-12-04,S,2026-12-04,2026-12-04,USD,ACLASS,19,MIS_REFERENCE_14,D,I,2026-12-04,C,H
009,100000001434,PROD,2026-12-05,2026-12-05,2026-12-05,2026-12-05,2026-12-05,2026-12-05,2026-12-05,2026-12-05,I,2026-12-05,2026-12-05,2026-12-05,P,1,2026-12-05,1,H,N,2026-12-05,S,2026-12-05,2026-12-05,PEN,ACLASS,37,MIS_REFERENCE_14,D,I,2026-12-05,C,H
010,100000001435,PROD,2026-12-06,2026-12-06,2026-12-06,2026-12-06,2026-12-06,2026-12-06,2026-12-06,2026-12-06,I,2026-12-06,2026-12-06,2026-12-06,P,1,2026-12-06,1,H,N,2026-12-06,S,2026-12-06,2026-12-06,EUR,ACLASS,53,MIS_REFERENCE_14,D,I,2026-12-06,S,H
011,100000001436,PROD,2026-12-07,2026-12-07,2026-12-07,2026-12-07,2026-12-07,2026-12-07,2026-12-07,2026-12-07,I,2026-12-07,2026-12-07,2026-12-07,P,1,2026-12-07,1,H,Y,2026-12-07,S,2026-12-07,2026-12-07,BRL,ACLASS,77,MIS_REFERENCE_14,D,I,2026-12-07,C,H
012,100000001437,PROD,2026-12-08,2026-12-08,2026-12-08,2026-12-08,2026-12-08,2026-12-08,2026-12-08,2026-12-08,I,2026-12-08,2026-12-08,2026-12-08,P,1,2026-12-08,1,H,N,2026-12-08,S,2026-12-08,2026-12-08,USD,ACLASS,47,MIS_REFERENCE_14,D,I,2026-12-08,L,H
013,100000001438,PROD,2026-12-09,2026-12-09,2026-12-09,2026-12-09,2026-12-09,2026-12-09,2026-12-09,2026-12-09,I,2026-12-09,2026-12-09,2026-12-09,P,1,2026-12-09,1,H,N,2026-12-09,S,2026-12-09,2026-12-09,PEN,ACLASS,8,MIS_REFERENCE_14,D,I,2026-12-09,T,H
014,100000001439,PROD,2026-12-10,2026-12-10,2026-12-10,2026-12-10,2026-12-10,2026-12-10,2026-12-10,2026-12-10,I,2026-12-10,2026-12-10,2026-12-10,P,1,2026-12-10,1,H,N,2026-12-10,S,2026-12-10,2026-12-10,EUR,ACLASS,5,MIS_REFERENCE_14,D,I,2026-12-10,C,H
015,100000001440,PROD,2026-12-11,2026-12-11,2026-12-11,2026-12-11,2026-12-11,2026-12-11,2026-12-11,2026-12-11,I,2026-12-11,2026-12-11,2026-12-11,P,1,2026-12-11,1,H,N,2026-12-11,S,2026-12-11,2026-12-11,BRL,ACLASS,71,MIS_REFERENCE_14,D,I,2026-12-11,C,H
016,100000001441,PROD,2026-12-12,2026-12-12,2026-12-12,2026-12-12,2026-12-12,2026-12-12,2026-12-12,2026-12-12,I,2026-12-12,2026-12-12,2026-12-12,P,1,2026-12-12,1,H,Y,2026-12-12,S,2026-12-12,2026-12-12,USD,ACLASS,19,MIS_REFERENCE_14,D,I,2026-12-12,S,H
017,100000001442,PROD,2026-12-13,2026-12-13,2026-12-13,2026-12-13,2026-12-13,2026-12-13,2026-12-13,2026-12-13,I,2026-12-13,2026-12-13,2026-12-13,P,1,2026-12-13,1,H,N,2026-12-13,S,2026-12-13,2026-12-13,PEN,ACLASS,4,MIS_REFERENCE_14,D,I,2026-12-13,C,H
018,100000001443,PROD,2026-12-14,2026-12-14,2026-12-14,2026-12-14,2026-12-14,2026-12-14,2026-12-14,2026-12-14,I,2026-12-14,2026-12-14,2026-12-14,P,1,2026-12-14,1,H,N,2026-12-14,S,2026-12-14,2026-12-14,EUR,ACLASS,68,MIS_REFERENCE_14,D,I,2026-12-14,L,H
019,100000001444,PROD,2026-12-15,2026-12-15,2026-12-15,2026-12-15,2026-12-15,2026-12-15,2026-12-15,2026-12-15,I,2026-12-15,2026-12-15,2026-12-15,P,1,2026-12-15,1,H,N,2026-12-15,S,2026-12-15,2026-12-15,BRL,ACLASS,30,MIS_REFERENCE_14,D,I,2026-12-15,T,H
020,100000001445,PROD,2026-12-16,2026-12-16,2026-12-16,2026-12-16,2026-12-16,2026-12-16,2026-12-16,2026-12-16,I,2026-12-16,2026-12-16,2026-12-16,P,1,2026-12-16,1,H,N,2026-12-16,S,2026-12-16,2026-12-16,USD,ACLASS,69,MIS_REFERENCE_14,D,I,2026-12-16,C,H
021,100000001446,PROD,2026-12-17,2026-12-17,2026-12-17,2026-12-17,2026-12-17,2026-12-17,2026-12-17,2026-12-17,I,2026-12-17,2026-12-17,2026-12-17,P,1,2026-12-17,1,H,Y,2026-12-17,S,2026-12-17,2026-12-17,PEN,ACLASS,52,MIS_REFERENCE_14,D,I,2026-12-17,C,H
022,100000001447,PROD,2026-12-18,2026-12-18,2026-12-18,2026-12-18,2026-12-18,2026-12-18,2026-12-18,2026-12-18,I,2026-12-18,2026-12-18,2026-12-18,P,1,2026-12-18,1,H,N,2026-12-18,S,2026-12-18,2026-12-18,EUR,ACLASS,31,MIS_REFERENCE_14,D,I,2026-12-18,S,H
023,100000001448,PROD,2026-12-19,2026-12-19,2026-12-19,2026-12-19,2026-12-19,2026-12-19,2026-12-19,2026-12-19,I,2026-12-19,2026-12-19,2026-12-19,P,1,2026-12-19,1,H,N,2026-12-19,S,2026-12-19,2026-12-19,BRL,ACLASS,95,MIS_REFERENCE_14,D,I,2026-12-19,C,H
024,100000001449,PROD,2026-12-20,2026-12-20,2026-12-20,2026-12-20,2026-12-20,2026-12-20,2026-12-20,2026-12-20,I,2026-12-20,2026-12-20,2026-12-20,P,1,2026-12-20,1,H,N,2026-12-20,S,2026-12-20,2026-12-20,USD,ACLASS,87,MIS_REFERENCE_14,D,I,2026-12-20,L,H
025,100000001450,PROD,2026-12-21,2026-12-21,2026-12-21,2026-12-21,2026-12-21,2026-12-21,2026-12-21,2026-12-21,I,2026-12-21,2026-12-21,2026-12-21,P,1,2026-12-21,1,H,N,2026-12-21,S,2026-12-21,2026-12-21,PEN,ACLASS,35,MIS_REFERENCE_14,D,I,2026-12-21,T,H
001,100000001451,PROD,2026-12-22,2026-12-22,2026-12-22,2026-12-22,2026-12-22,2026-12-22,2026-12-22,2026-12-22,I,2026-12-22,2026-12-22,2026-12-22,P,1,2026-12-22,1,H,Y,2026-12-22,S,2026-12-22,2026-12-22,EUR,ACLASS,32,MIS_REFERENCE_14,D,I,2026-12-22,C,H
002,100000001452,PROD,2026-12-23,2026-12-23,2026-12-23,2026-12-23,2026-12-23,2026-12-23,2026-12-23,2026-12-23,I,2026-12-23,2026-12-23,2026-12-23,P,1,2026-12-23,1,H,N,2026-12-23,S,2026-12-23,2026-12-23,BRL,ACLASS,44,MIS_REFERENCE_14,D,I,2026-12-23,C,H
003,100000001453,PROD,2026-12-24,2026-12-24,2026-12-24,2026-12-24,2026-12-24,2026-12-24,2026-12-24,2026-12-24,I,2026-12-24,2026-12-24,2026-12-24,P,1,2026-12-24,1,H,N,2026-12-24,S,2026-12-24,2026-12-24,USD,ACLASS,62,MIS_REFERENCE_14,D,I,2026-12-24,S,H
004,100000001454,PROD,2026-12-25,2026-12-25,2026-12-25,2026-12-25,2026-12-25,2026-12-25,2026-12-25,2026-12-25,I,2026-12-25,2026-12-25,2026-12-25,P,1,2026-12-25,1,H,N,2026-12-25,S,2026-12-25,2026-12-25,PEN,ACLASS,43,MIS_REFERENCE_14,D,I,2026-12-25,C,H
005,100000001455,PROD,2026-12-26,2026-12-26,2026-12-26,2026-12-26,2026-12-26,2026-12-26,2026-12-26,2026-12-26,I,2026-12-26,2026-12-26,2026-12-26,P,1,2026-12-26,1,H,N,2026-12-26,S,2026-12-26,2026-12-26,EUR,ACLASS,92,MIS_REFERENCE_14,D,I,2026-12-26,L,H
006,100000001456,PROD,2026-12-27,2026-12-27,2026-12-27,2026-12-27,2026-12-27,2026-12-27,2026-12-27,2026-12-27,I,2026-12-27,2026-12-27,2026-12-27,P,1,2026-12-27,1,H,Y,2026-12-27,S,2026-12-27,2026-12-27,BRL,ACLASS,33,MIS_REFERENCE_14,D,I,2026-12-27,T,H
007,100000001457,PROD,2026-12-28,2026-12-28,2026-12-28,2026-12-28,2026-12-28,2026-12-28,2026-12-28,2026-12-28,I,2026-12-28,2026-12-28,2026-12-28,P,1,2026-12-28,1,H,N,2026-12-28,S,2026-12-28,2026-12-28,USD,ACLASS,17,MIS_REFERENCE_14,D,I,2026-12-28,C,H
008,100000001458,PROD,2026-12-29,2026-12-29,2026-12-29,2026-12-29,2026-12-29,2026-12-29,2026-12-29,2026-12-29,I,2026-12-29,2026-12-29,2026-12-29,P,1,2026-12-29,1,H,N,2026-12-29,S,2026-12-29,2026-12-29,PEN,ACLASS,81,MIS_REFERENCE_14,D,I,2026-12-29,C,H
009,100000001459,PROD,2026-12-30,2026-12-30,2026-12-30,2026-12-30,2026-12-30,2026-12-30,2026-12-30,2026-12-30,I,2026-12-30,2026-12-30,2026-12-30,P,1,2026-12-30,1,H,N,2026-12-30,S,2026-12-30,2026-12-30,EUR,ACLASS,87,MIS_REFERENCE_14,D,I,2026-12-30,S,H
010,100000001460,PROD,2026-12-31,2026-12-31,2026-12-31,2026-12-31,2026-12-31,2026-12-31,2026-12-31,2026-12-31,I,2026-12-31,2026-12-31,2026-12-31,P,1,2026-12-31,1,H,N,2026-12-31,S,2026-12-31,2026-12-31,BRL,ACLASS,4,MIS_REFERENCE_14,D,I,2026-12-31,C,H
011,100000001461,PROD,2026-01-01,2026-01-01,2026-01-01,2026-01-01,2026-01-01,2026-01-01,2026-01-01,2026-01-01,I,2026-01-01,2026-01-01,2026-01-01,P,1,2026-01-01,1,H,Y,2026-01-01,S,2026-01-01,2026-01-01,USD,ACLASS,89,MIS_REFERENCE_14,D,I,2026-01-01,L,H
012,100000001462,PROD,2026-01-02,2026-01-02,2026-01-02,2026-01-02,2026-01-02,2026-01-02,2026-01-02,2026-01-02,I,2026-01-02,2026-01-02,2026-01-02,P,1,2026-01-02,1,H,N,2026-01-02,S,2026-01-02,2026-01-02,PEN,ACLASS,3,MIS_REFERENCE_14,D,I,2026-01-02,T,H
013,100000001463,PROD,2026-01-03,2026-01-03,2026-01-03,2026-01-03,2026-01-03,2026-01-03,2026-01-03,2026-01-03,I,2026-01-03,2026-01-03,2026-01-03,P,1,2026-01-03,1,H,N,2026-01-03,S,2026-01-03,2026-01-03,EUR,ACLASS,88,MIS_REFERENCE_14,D,I,2026-01-03,C,H
014,100000001464,PROD,2026-01-04,2026-01-04,2026-01-04,2026-01-04,2026-01-04,2026-01-04,2026-01-04,2026-01-04,I,2026-01-04,2026-01-04,2026-01-04,P,1,2026-01-04,1,H,N,2026-01-04,S,2026-01-04,2026-01-04,BRL,ACLASS,18,MIS_REFERENCE_14,D,I,2026-01-04,C,H
015,100000001465,PROD,2026-01-05,2026-01-05,2026-01-05,2026-01-05,2026-01-05,2026-01-05,2026-01-05,2026-01-05,I,2026-01-05,2026-01-05,2026-01-05,P,1,2026-01-05,1,H,N,2026-01-05,S,2026-01-05,2026-01-05,USD,ACLASS,19,MIS_REFERENCE_14,D,I,2026-01-05,S,H
016,100000001466,PROD,2026-01-06,2026-01-06,2026-01-06,2026-01-06,2026-01-06,2026-01-06,2026-01-06,2026-01-06,I,2026-01-06,2026-01-06,2026-01-06,P,1,2026-01-06,1,H,Y,2026-01-06,S,2026-01-06,2026-01-06,PEN,ACLASS,32,MIS_REFERENCE_14,D,I,2026-01-06,C,H
017,100000001467,PROD,2026-01-07,2026-01-07,2026-01-07,2026-01-07,2026-01-07,2026-01-07,2026-01-07,2026-01-07,I,2026-01-07,2026-01-07,2026-01-07,P,1,2026-01-07,1,H,N,2026-01-07,S,2026-01-07,2026-01-07,EUR,ACLASS,35,MIS_REFERENCE_14,D,I,2026-01-07,L,H
018,100000001468,PROD,2026-01-08,2026-01-08,2026-01-08,2026-01-08,2026-01-08,2026-01-08,2026-01-08,2026-01-08,I,2026-01-08,2026-01-08,2026-01-08,P,1,2026-01-08,1,H,N,2026-01-08,S,2026-01-08,2026-01-08,BRL,ACLASS,31,MIS_REFERENCE_14,D,I,2026-01-08,T,H
019,100000001469,PROD,2026-01-09,2026-01-09,2026-01-09,2026-01-09,2026-01-09,2026-01-09,2026-01-09,2026-01-09,I,2026-01-09,2026-01-09,2026-01-09,P,1,2026-01-09,1,H,N,2026-01-09,S,2026-01-09,2026-01-09,USD,ACLASS,28,MIS_REFERENCE_14,D,I,2026-01-09,C,H
020,100000001470,PROD,2026-01-10,2026-01-10,2026-01-10,2026-01-10,2026-01-10,2026-01-10,2026-01-10,2026-01-10,I,2026-01-10,2026-01-10,2026-01-10,P,1,2026-01-10,1,H,N,2026-01-10,S,2026-01-10,2026-01-10,PEN,ACLASS,78,MIS_REFERENCE_14,D,I,2026-01-10,C,H
021,100000001471,PROD,2026-01-11,2026-01-11,2026-01-11,2026-01-11,2026-01-11,2026-01-11,2026-01-11,2026-01-11,I,2026-01-11,2026-01-11,2026-01-11,P,1,2026-01-11,1,H,Y,2026-01-11,S,2026-01-11,2026-01-11,EUR,ACLASS,60,MIS_REFERENCE_14,D,I,2026-01-11,S,H
022,100000001472,PROD,2026-01-12,2026-01-12,2026-01-12,2026-01-12,2026-01-12,2026-01-12,2026-01-12,2026-01-12,I,2026-01-12,2026-01-12,2026-01-12,P,1,2026-01-12,1,H,N,2026-01-12,S,2026-01-12,2026-01-12,BRL,ACLASS,95,MIS_REFERENCE_14,D,I,2026-01-12,C,H
023,100000001473,PROD,2026-01-13,2026-01-13,2026-01-13,2026-01-13,2026-01-13,2026-01-13,2026-01-13,2026-01-13,I,2026-01-13,2026-01-13,2026-01-13,P,1,2026-01-13,1,H,N,2026-01-13,S,2026-01-13,2026-01-13,USD,ACLASS,69,MIS_REFERENCE_14,D,I,2026-01-13,L,H
024,100000001474,PROD,2026-01-14,2026-01-14,2026-01-14,2026-01-14,2026-01-14,2026-01-14,2026-01-14,2026-01-14,I,2026-01-14,2026-01-14,2026-01-14,P,1,2026-01-14,1,H,N,2026-01-14,S,2026-01-14,2026-01-14,PEN,ACLASS,23,MIS_REFERENCE_14,D,I,2026-01-14,T,H
025,100000001475,PROD,2026-01-15,2026-01-15,2026-01-15,2026-01-15,2026-01-15,2026-01-15,2026-01-15,2026-01-15,I,2026-01-15,2026-01-15,2026-01-15,P,1,2026-01-15,1,H,N,2026-01-15,S,2026-01-15,2026-01-15,EUR,ACLASS,11,MIS_REFERENCE_14,D,I,2026-01-15,C,H
001,100000001476,PROD,2026-01-16,2026-01-16,2026-01-16,2026-01-16,2026-01-16,2026-01-16,2026-01-16,2026-01-16,I,2026-01-16,2026-01-16,2026-01-16,P,1,2026-01-16,1,H,Y,2026-01-16,S,2026-01-16,2026-01-16,BRL,ACLASS,17,MIS_REFERENCE_14,D,I,2026-01-16,C,H
002,100000001477,PROD,2026-01-17,2026-01-17,2026-01-17,2026-01-17,2026-01-17,2026-01-17,2026-01-17,2026-01-17,I,2026-01-17,2026-01-17,2026-01-17,P,1,2026-01-17,1,H,N,2026-01-17,S,2026-01-17,2026-01-17,USD,ACLASS,50,MIS_REFERENCE_14,D,I,2026-01-17,S,H
003,100000001478,PROD,2026-01-18,2026-01-18,2026-01-18,2026-01-18,2026-01-18,2026-01-18,2026-01-18,2026-01-18,I,2026-01-18,2026-01-18,2026-01-18,P,1,2026-01-18,1,H,N,2026-01-18,S,2026-01-18,2026-01-18,PEN,ACLASS,43,MIS_REFERENCE_14,D,I,2026-01-18,C,H
004,100000001479,PROD,2026-01-19,2026-01-19,2026-01-19,2026-01-19,2026-01-19,2026-01-19,2026-01-19,2026-01-19,I,2026-01-19,2026-01-19,2026-01-19,P,1,2026-01-19,1,H,N,2026-01-19,S,2026-01-19,2026-01-19,EUR,ACLASS,58,MIS_REFERENCE_14,D,I,2026-01-19,L,H
005,100000001480,PROD,2026-01-20,2026-01-20,2026-01-20,2026-01-20,2026-01-20,2026-01-20,2026-01-20,2026-01-20,I,2026-01-20,2026-01-20,2026-01-20,P,1,2026-01-20,1,H,N,2026-01-20,S,2026-01-20,2026-01-20,BRL,ACLASS,37,MIS_REFERENCE_14,D,I,2026-01-20,T,H
006,100000001481,PROD,2026-01-21,2026-01-21,2026-01-21,2026-01-21,2026-01-21,2026-01-21,2026-01-21,2026-01-21,I,2026-01-21,2026-01-21,2026-01-21,P,1,2026-01-21,1,H,Y,2026-01-21,S,2026-01-21,2026-01-21,USD,ACLASS,21,MIS_REFERENCE_14,D,I,2026-01-21,C,H
007,100000001482,PROD,2026-01-22,2026-01-22,2026-01-22,2026-01-22,2026-01-22,2026-01-22,2026-01-22,2026-01-22,I,2026-01-22,2026-01-22,2026-01-22,P,1,2026-01-22,1,H,N,2026-01-22,S,2026-01-22,2026-01-22,PEN,ACLASS,21,MIS_REFERENCE_14,D,I,2026-01-22,C,H
008,100000001483,PROD,2026-01-23,2026-01-23,2026-01-23,2026-01-23,2026-01-23,2026-01-23,2026-01-23,2026-01-23,I,2026-01-23,2026-01-23,2026-01-23,P,1,2026-01-23,1,H,N,2026-01-23,S,2026-01-23,2026-01-23,EUR,ACLASS,74,MIS_REFERENCE_14,D,I,2026-01-23,S,H
009,100000001484,PROD,2026-01-24,2026-01-24,2026-01-24,2026-01-24,2026-01-24,2026-01-24,2026-01-24,2026-01-24,I,2026-01-24,2026-01-24,2026-01-24,P,1,2026-01-24,1,H,N,2026-01-24,S,2026-01-24,2026-01-24,BRL,ACLASS,69,MIS_REFERENCE_14,D,I,2026-01-24,C,H
010,100000001485,PROD,2026-01-25,2026-01-25,2026-01-25,2026-01-25,2026-01-25,2026-01-25,2026-01-25,2026-01-25,I,2026-01-25,2026-01-25,2026-01-25,P,1,2026-01-25,1,H,N,2026-01-25,S,2026-01-25,2026-01-25,USD,ACLASS,61,MIS_REFERENCE_14,D,I,2026-01-25,L,H
011,100000001486,PROD,2026-01-26,2026-01-26,2026-01-26,2026-01-26,2026-01-26,2026-01-26,2026-01-26,2026-01-26,I,2026-01-26,2026-01-26,2026-01-26,P,1,2026-01-26,1,H,Y,2026-01-26,S,2026-01-26,2026-01-26,PEN,ACLASS,63,MIS_REFERENCE_14,D,I,2026-01-26,T,H
012,100000001487,PROD,2026-01-27,2026-01-27,2026-01-27,2026-01-27,2026-01-27,2026-01-27,2026-01-27,2026-01-27,I,2026-01-27,2026-01-27,2026-01-27,P,1,2026-01-27,1,H,N,2026-01-27,S,2026-01-27,2026-01-27,EUR,ACLASS,8,MIS_REFERENCE_14,D,I,2026-01-27,C,H
013,100000001488,PROD,2026-01-28,2026-01-28,2026-01-28,2026-01-28,2026-01-28,2026-01-28,2026-01-28,2026-01-28,I,2026-01-28,2026-01-28,2026-01-28,P,1,2026-01-28,1,H,N,2026-01-28,S,2026-01-28,2026-01-28,BRL,ACLASS,98,MIS_REFERENCE_14,D,I,2026-01-28,C,H
014,100000001489,PROD,2026-01-29,2026-01-29,2026-01-29,2026-01-29,2026-01-29,2026-01-29,2026-01-29,2026-01-29,I,2026-01-29,2026-01-29,2026-01-29,P,1,2026-01-29,1,H,N,2026-01-29,S,2026-01-29,2026-01-29,USD,ACLASS,66,MIS_REFERENCE_14,D,I,2026-01-29,S,H
015,100000001490,PROD,2026-01-30,2026-01-30,2026-01-30,2026-01-30,2026-01-30,2026-01-30,2026-01-30,2026-01-30,I,2026-01-30,2026-01-30,2026-01-30,P,1,2026-01-30,1,H,N,2026-01-30,S,2026-01-30,2026-01-30,PEN,ACLASS,11,MIS_REFERENCE_14,D,I,2026-01-30,C,H
016,100000001491,PROD,2026-01-31,2026-01-31,2026-01-31,2026-01-31,2026-01-31,2026-01-31,2026-01-31,2026-01-31,I,2026-01-31,2026-01-31,2026-01-31,P,1,2026-01-31,1,H,Y,2026-01-31,S,2026-01-31,2026-01-31,EUR,ACLASS,31,MIS_REFERENCE_14,D,I,2026-01-31,L,H
